Device/Package xcku095ffvb2104 3/31/2015 11:10:43,,,,,,
,,,,,,
Pin,Pin Name,Memory Byte Group,Bank,I/O Type,Super Logic Region,No-Connect
AJ18,DXN,NA,NA,NA,NA,NA
AF19,VCCADC,NA,NA,NA,NA,NA
AF18,GNDADC,NA,NA,NA,NA,NA
AJ19,DXP,NA,NA,NA,NA,NA
AH19,VREFP,NA,NA,NA,NA,NA
AG18,VREFN,NA,NA,NA,NA,NA
AG19,VP,NA,NA,NA,NA,NA
AH18,VN,NA,NA,NA,NA,NA
V12,M0_0,NA,0,CONFIG,NA,NA
U12,M1_0,NA,0,CONFIG,NA,NA
Y12,INIT_B_0,NA,0,CONFIG,NA,NA
R12,M2_0,NA,0,CONFIG,NA,NA
W12,CFGBVS_0,NA,0,CONFIG,NA,NA
AA12,PUDC_B_0,NA,0,CONFIG,NA,NA
AD12,POR_OVERRIDE,NA,NA,NA,NA,NA
AC12,DONE_0,NA,0,CONFIG,NA,NA
AE12,PROGRAM_B_0,NA,0,CONFIG,NA,NA
AC13,TDO_0,NA,0,CONFIG,NA,NA
AE15,TDI_0,NA,0,CONFIG,NA,NA
AG12,RDWR_FCS_B_0,NA,0,CONFIG,NA,NA
AL12,D02_0,NA,0,CONFIG,NA,NA
AK12,D00_MOSI_0,NA,0,CONFIG,NA,NA
AH12,D03_0,NA,0,CONFIG,NA,NA
AJ12,D01_DIN_0,NA,0,CONFIG,NA,NA
AG15,TMS_0,NA,0,CONFIG,NA,NA
AG13,CCLK_0,NA,0,CONFIG,NA,NA
AE13,TCK_0,NA,0,CONFIG,NA,NA
AM12,VBATT,NA,NA,NA,NA,NA
AL29,IO_L24P_T3U_N10_44,3U,44,HP,NA,NA
AL30,IO_L24N_T3U_N11_44,3U,44,HP,NA,NA
AR32,IO_T3U_N12_44,3U,44,HP,NA,NA
AM31,IO_L23P_T3U_N8_44,3U,44,HP,NA,NA
AN31,IO_L23N_T3U_N9_44,3U,44,HP,NA,NA
AM29,IO_L22P_T3U_N6_DBC_AD0P_44,3U,44,HP,NA,NA
AM30,IO_L22N_T3U_N7_DBC_AD0N_44,3U,44,HP,NA,NA
AN29,IO_L21P_T3L_N4_AD8P_44,3L,44,HP,NA,NA
AP29,IO_L21N_T3L_N5_AD8N_44,3L,44,HP,NA,NA
AP30,IO_L20P_T3L_N2_AD1P_44,3L,44,HP,NA,NA
AR30,IO_L20N_T3L_N3_AD1N_44,3L,44,HP,NA,NA
AP31,IO_L19P_T3L_N0_DBC_AD9P_44,3L,44,HP,NA,NA
AR31,IO_L19N_T3L_N1_DBC_AD9N_44,3L,44,HP,NA,NA
AT29,IO_L18P_T2U_N10_AD2P_44,2U,44,HP,NA,NA
AT30,IO_L18N_T2U_N11_AD2N_44,2U,44,HP,NA,NA
AU30,IO_L17P_T2U_N8_AD10P_44,2U,44,HP,NA,NA
AU31,IO_L17N_T2U_N9_AD10N_44,2U,44,HP,NA,NA
AU29,IO_L16P_T2U_N6_QBC_AD3P_44,2U,44,HP,NA,NA
AV29,IO_L16N_T2U_N7_QBC_AD3N_44,2U,44,HP,NA,NA
AU32,IO_L15P_T2L_N4_AD11P_44,2L,44,HP,NA,NA
AV32,IO_L15N_T2L_N5_AD11N_44,2L,44,HP,NA,NA
AV31,IO_L14P_T2L_N2_GC_44,2L,44,HP,NA,NA
AW31,IO_L14N_T2L_N3_GC_44,2L,44,HP,NA,NA
AT32,IO_T2U_N12_44,2U,44,HP,NA,NA
AW29,IO_L13P_T2L_N0_GC_QBC_44,2L,44,HP,NA,NA
AW30,IO_L13N_T2L_N1_GC_QBC_44,2L,44,HP,NA,NA
AY31,IO_L12P_T1U_N10_GC_44,1U,44,HP,NA,NA
AY32,IO_L12N_T1U_N11_GC_44,1U,44,HP,NA,NA
BC33,IO_T1U_N12_44,1U,44,HP,NA,NA
AY30,IO_L11P_T1U_N8_GC_44,1U,44,HP,NA,NA
BA30,IO_L11N_T1U_N9_GC_44,1U,44,HP,NA,NA
BA32,IO_L10P_T1U_N6_QBC_AD4P_44,1U,44,HP,NA,NA
BB32,IO_L10N_T1U_N7_QBC_AD4N_44,1U,44,HP,NA,NA
BA29,IO_L9P_T1L_N4_AD12P_44,1L,44,HP,NA,NA
BB29,IO_L9N_T1L_N5_AD12N_44,1L,44,HP,NA,NA
BB30,IO_L8P_T1L_N2_AD5P_44,1L,44,HP,NA,NA
BB31,IO_L8N_T1L_N3_AD5N_44,1L,44,HP,NA,NA
BC31,IO_L7P_T1L_N0_QBC_AD13P_44,1L,44,HP,NA,NA
BC32,IO_L7N_T1L_N1_QBC_AD13N_44,1L,44,HP,NA,NA
BC29,IO_L6P_T0U_N10_AD6P_44,0U,44,HP,NA,NA
BD29,IO_L6N_T0U_N11_AD6N_44,0U,44,HP,NA,NA
BD33,IO_L5P_T0U_N8_AD14P_44,0U,44,HP,NA,NA
BE33,IO_L5N_T0U_N9_AD14N_44,0U,44,HP,NA,NA
BD30,IO_L4P_T0U_N6_DBC_AD7P_44,0U,44,HP,NA,NA
BD31,IO_L4N_T0U_N7_DBC_AD7N_44,0U,44,HP,NA,NA
BE30,IO_L3P_T0L_N4_AD15P_44,0L,44,HP,NA,NA
BF30,IO_L3N_T0L_N5_AD15N_44,0L,44,HP,NA,NA
BE31,IO_L2P_T0L_N2_44,0L,44,HP,NA,NA
BE32,IO_L2N_T0L_N3_44,0L,44,HP,NA,NA
BF34,IO_T0U_N12_VRP_44,0U,44,HP,NA,NA
BF32,IO_L1P_T0L_N0_DBC_44,0L,44,HP,NA,NA
BF33,IO_L1N_T0L_N1_DBC_44,0L,44,HP,NA,NA
AK30,VREF_44,NA,44,HP,NA,NA
AL34,IO_L24P_T3U_N10_45,3U,45,HP,NA,NA
AM34,IO_L24N_T3U_N11_45,3U,45,HP,NA,NA
AL33,IO_T3U_N12_45,3U,45,HP,NA,NA
AL32,IO_L23P_T3U_N8_45,3U,45,HP,NA,NA
AM32,IO_L23N_T3U_N9_45,3U,45,HP,NA,NA
AN32,IO_L22P_T3U_N6_DBC_AD0P_45,3U,45,HP,NA,NA
AN33,IO_L22N_T3U_N7_DBC_AD0N_45,3U,45,HP,NA,NA
AN34,IO_L21P_T3L_N4_AD8P_45,3L,45,HP,NA,NA
AP34,IO_L21N_T3L_N5_AD8N_45,3L,45,HP,NA,NA
AP33,IO_L20P_T3L_N2_AD1P_45,3L,45,HP,NA,NA
AR33,IO_L20N_T3L_N3_AD1N_45,3L,45,HP,NA,NA
AT33,IO_L19P_T3L_N0_DBC_AD9P_45,3L,45,HP,NA,NA
AT34,IO_L19N_T3L_N1_DBC_AD9N_45,3L,45,HP,NA,NA
AV33,IO_L18P_T2U_N10_AD2P_45,2U,45,HP,NA,NA
AW33,IO_L18N_T2U_N11_AD2N_45,2U,45,HP,NA,NA
AV34,IO_L17P_T2U_N8_AD10P_45,2U,45,HP,NA,NA
AW34,IO_L17N_T2U_N9_AD10N_45,2U,45,HP,NA,NA
AW35,IO_L16P_T2U_N6_QBC_AD3P_45,2U,45,HP,NA,NA
AW36,IO_L16N_T2U_N7_QBC_AD3N_45,2U,45,HP,NA,NA
AY33,IO_L15P_T2L_N4_AD11P_45,2L,45,HP,NA,NA
BA33,IO_L15N_T2L_N5_AD11N_45,2L,45,HP,NA,NA
AY35,IO_L14P_T2L_N2_GC_45,2L,45,HP,NA,NA
AY36,IO_L14N_T2L_N3_GC_45,2L,45,HP,NA,NA
AU34,IO_T2U_N12_45,2U,45,HP,NA,NA
BA34,IO_L13P_T2L_N0_GC_QBC_45,2L,45,HP,NA,NA
BB34,IO_L13N_T2L_N1_GC_QBC_45,2L,45,HP,NA,NA
BA35,IO_L12P_T1U_N10_GC_45,1U,45,HP,NA,NA
BB35,IO_L12N_T1U_N11_GC_45,1U,45,HP,NA,NA
BF35,IO_T1U_N12_45,1U,45,HP,NA,NA
BB36,IO_L11P_T1U_N8_GC_45,1U,45,HP,NA,NA
BC36,IO_L11N_T1U_N9_GC_45,1U,45,HP,NA,NA
BB37,IO_L10P_T1U_N6_QBC_AD4P_45,1U,45,HP,NA,NA
BC37,IO_L10N_T1U_N7_QBC_AD4N_45,1U,45,HP,NA,NA
BD36,IO_L9P_T1L_N4_AD12P_45,1L,45,HP,NA,NA
BE36,IO_L9N_T1L_N5_AD12N_45,1L,45,HP,NA,NA
BD35,IO_L8P_T1L_N2_AD5P_45,1L,45,HP,NA,NA
BE35,IO_L8N_T1L_N3_AD5N_45,1L,45,HP,NA,NA
BC34,IO_L7P_T1L_N0_QBC_AD13P_45,1L,45,HP,NA,NA
BD34,IO_L7N_T1L_N1_QBC_AD13N_45,1L,45,HP,NA,NA
BB38,IO_L6P_T0U_N10_AD6P_45,0U,45,HP,NA,NA
BC38,IO_L6N_T0U_N11_AD6N_45,0U,45,HP,NA,NA
BC39,IO_L5P_T0U_N8_AD14P_45,0U,45,HP,NA,NA
BD39,IO_L5N_T0U_N9_AD14N_45,0U,45,HP,NA,NA
BD40,IO_L4P_T0U_N6_DBC_AD7P_45,0U,45,HP,NA,NA
BE40,IO_L4N_T0U_N7_DBC_AD7N_45,0U,45,HP,NA,NA
BE37,IO_L3P_T0L_N4_AD15P_45,0L,45,HP,NA,NA
BF37,IO_L3N_T0L_N5_AD15N_45,0L,45,HP,NA,NA
BE38,IO_L2P_T0L_N2_45,0L,45,HP,NA,NA
BF38,IO_L2N_T0L_N3_45,0L,45,HP,NA,NA
BD38,IO_T0U_N12_VRP_45,0U,45,HP,NA,NA
BF39,IO_L1P_T0L_N0_DBC_45,0L,45,HP,NA,NA
BF40,IO_L1N_T0L_N1_DBC_45,0L,45,HP,NA,NA
AK33,VREF_45,NA,45,HP,NA,NA
W33,IO_L24P_T3U_N10_46,3U,46,HP,NA,NA
W34,IO_L24N_T3U_N11_46,3U,46,HP,NA,NA
AB32,IO_T3U_N12_46,3U,46,HP,NA,NA
Y32,IO_L23P_T3U_N8_46,3U,46,HP,NA,NA
Y33,IO_L23N_T3U_N9_46,3U,46,HP,NA,NA
W31,IO_L22P_T3U_N6_DBC_AD0P_46,3U,46,HP,NA,NA
Y31,IO_L22N_T3U_N7_DBC_AD0N_46,3U,46,HP,NA,NA
W30,IO_L21P_T3L_N4_AD8P_46,3L,46,HP,NA,NA
Y30,IO_L21N_T3L_N5_AD8N_46,3L,46,HP,NA,NA
AA34,IO_L20P_T3L_N2_AD1P_46,3L,46,HP,NA,NA
AB34,IO_L20N_T3L_N3_AD1N_46,3L,46,HP,NA,NA
AA32,IO_L19P_T3L_N0_DBC_AD9P_46,3L,46,HP,NA,NA
AA33,IO_L19N_T3L_N1_DBC_AD9N_46,3L,46,HP,NA,NA
AC34,IO_L18P_T2U_N10_AD2P_46,2U,46,HP,NA,NA
AD34,IO_L18N_T2U_N11_AD2N_46,2U,46,HP,NA,NA
AC32,IO_L17P_T2U_N8_AD10P_46,2U,46,HP,NA,NA
AC33,IO_L17N_T2U_N9_AD10N_46,2U,46,HP,NA,NA
AC31,IO_L16P_T2U_N6_QBC_AD3P_46,2U,46,HP,NA,NA
AD31,IO_L16N_T2U_N7_QBC_AD3N_46,2U,46,HP,NA,NA
AE30,IO_L15P_T2L_N4_AD11P_46,2L,46,HP,NA,NA
AF30,IO_L15N_T2L_N5_AD11N_46,2L,46,HP,NA,NA
AD33,IO_L14P_T2L_N2_GC_46,2L,46,HP,NA,NA
AE33,IO_L14N_T2L_N3_GC_46,2L,46,HP,NA,NA
AD30,IO_T2U_N12_46,2U,46,HP,NA,NA
AE31,IO_L13P_T2L_N0_GC_QBC_46,2L,46,HP,NA,NA
AE32,IO_L13N_T2L_N1_GC_QBC_46,2L,46,HP,NA,NA
AF32,IO_L12P_T1U_N10_GC_46,1U,46,HP,NA,NA
AF33,IO_L12N_T1U_N11_GC_46,1U,46,HP,NA,NA
AK32,IO_T1U_N12_46,1U,46,HP,NA,NA
AG31,IO_L11P_T1U_N8_GC_46,1U,46,HP,NA,NA
AG32,IO_L11N_T1U_N9_GC_46,1U,46,HP,NA,NA
AH31,IO_L10P_T1U_N6_QBC_AD4P_46,1U,46,HP,NA,NA
AH32,IO_L10N_T1U_N7_QBC_AD4N_46,1U,46,HP,NA,NA
AF34,IO_L9P_T1L_N4_AD12P_46,1L,46,HP,NA,NA
AG34,IO_L9N_T1L_N5_AD12N_46,1L,46,HP,NA,NA
AH33,IO_L8P_T1L_N2_AD5P_46,1L,46,HP,NA,NA
AJ33,IO_L8N_T1L_N3_AD5N_46,1L,46,HP,NA,NA
AH34,IO_L7P_T1L_N0_QBC_AD13P_46,1L,46,HP,NA,NA
AJ34,IO_L7N_T1L_N1_QBC_AD13N_46,1L,46,HP,NA,NA
AJ31,IO_L6P_T0U_N10_AD6P_46,0U,46,HP,NA,NA
AK31,IO_L6N_T0U_N11_AD6N_46,0U,46,HP,NA,NA
AG29,IO_L5P_T0U_N8_AD14P_46,0U,46,HP,NA,NA
AG30,IO_L5N_T0U_N9_AD14N_46,0U,46,HP,NA,NA
AH28,IO_L4P_T0U_N6_DBC_AD7P_46,0U,46,HP,NA,NA
AH29,IO_L4N_T0U_N7_DBC_AD7N_46,0U,46,HP,NA,NA
AJ29,IO_L3P_T0L_N4_AD15P_46,0L,46,HP,NA,NA
AJ30,IO_L3N_T0L_N5_AD15N_46,0L,46,HP,NA,NA
AJ28,IO_L2P_T0L_N2_46,0L,46,HP,NA,NA
AK28,IO_L2N_T0L_N3_46,0L,46,HP,NA,NA
AK26,IO_T0U_N12_VRP_46,0U,46,HP,NA,NA
AJ27,IO_L1P_T0L_N0_DBC_46,0L,46,HP,NA,NA
AK27,IO_L1N_T0L_N1_DBC_46,0L,46,HP,NA,NA
AB31,VREF_46,NA,46,HP,NA,NA
F33,IO_L24P_T3U_N10_49,3U,49,HP,NA,NA
E33,IO_L24N_T3U_N11_49,3U,49,HP,NA,NA
E31,IO_T3U_N12_49,3U,49,HP,NA,NA
F32,IO_L23P_T3U_N8_49,3U,49,HP,NA,NA
E32,IO_L23N_T3U_N9_49,3U,49,HP,NA,NA
J33,IO_L22P_T3U_N6_DBC_AD0P_49,3U,49,HP,NA,NA
H33,IO_L22N_T3U_N7_DBC_AD0N_49,3U,49,HP,NA,NA
H32,IO_L21P_T3L_N4_AD8P_49,3L,49,HP,NA,NA
G32,IO_L21N_T3L_N5_AD8N_49,3L,49,HP,NA,NA
H31,IO_L20P_T3L_N2_AD1P_49,3L,49,HP,NA,NA
G31,IO_L20N_T3L_N3_AD1N_49,3L,49,HP,NA,NA
G30,IO_L19P_T3L_N0_DBC_AD9P_49,3L,49,HP,NA,NA
F30,IO_L19N_T3L_N1_DBC_AD9N_49,3L,49,HP,NA,NA
L33,IO_L18P_T2U_N10_AD2P_49,2U,49,HP,NA,NA
K33,IO_L18N_T2U_N11_AD2N_49,2U,49,HP,NA,NA
K31,IO_L17P_T2U_N8_AD10P_49,2U,49,HP,NA,NA
J31,IO_L17N_T2U_N9_AD10N_49,2U,49,HP,NA,NA
K30,IO_L16P_T2U_N6_QBC_AD3P_49,2U,49,HP,NA,NA
J30,IO_L16N_T2U_N7_QBC_AD3N_49,2U,49,HP,NA,NA
M30,IO_L15P_T2L_N4_AD11P_49,2L,49,HP,NA,NA
L30,IO_L15N_T2L_N5_AD11N_49,2L,49,HP,NA,NA
L32,IO_L14P_T2L_N2_GC_49,2L,49,HP,NA,NA
K32,IO_L14N_T2L_N3_GC_49,2L,49,HP,NA,NA
K34,IO_T2U_N12_49,2U,49,HP,NA,NA
M31,IO_L13P_T2L_N0_GC_QBC_49,2L,49,HP,NA,NA
M32,IO_L13N_T2L_N1_GC_QBC_49,2L,49,HP,NA,NA
N32,IO_L12P_T1U_N10_GC_49,1U,49,HP,NA,NA
N33,IO_L12N_T1U_N11_GC_49,1U,49,HP,NA,NA
P33,IO_T1U_N12_49,1U,49,HP,NA,NA
P31,IO_L11P_T1U_N8_GC_49,1U,49,HP,NA,NA
N31,IO_L11N_T1U_N9_GC_49,1U,49,HP,NA,NA
M34,IO_L10P_T1U_N6_QBC_AD4P_49,1U,49,HP,NA,NA
L34,IO_L10N_T1U_N7_QBC_AD4N_49,1U,49,HP,NA,NA
P34,IO_L9P_T1L_N4_AD12P_49,1L,49,HP,NA,NA
N34,IO_L9N_T1L_N5_AD12N_49,1L,49,HP,NA,NA
R31,IO_L8P_T1L_N2_AD5P_49,1L,49,HP,NA,NA
R32,IO_L8N_T1L_N3_AD5N_49,1L,49,HP,NA,NA
R30,IO_L7P_T1L_N0_QBC_AD13P_49,1L,49,HP,NA,NA
P30,IO_L7N_T1L_N1_QBC_AD13N_49,1L,49,HP,NA,NA
U30,IO_L6P_T0U_N10_AD6P_49,0U,49,HP,NA,NA
T30,IO_L6N_T0U_N11_AD6N_49,0U,49,HP,NA,NA
V31,IO_L5P_T0U_N8_AD14P_49,0U,49,HP,NA,NA
U31,IO_L5N_T0U_N9_AD14N_49,0U,49,HP,NA,NA
V32,IO_L4P_T0U_N6_DBC_AD7P_49,0U,49,HP,NA,NA
V33,IO_L4N_T0U_N7_DBC_AD7N_49,0U,49,HP,NA,NA
U32,IO_L3P_T0L_N4_AD15P_49,0L,49,HP,NA,NA
T32,IO_L3N_T0L_N5_AD15N_49,0L,49,HP,NA,NA
T33,IO_L2P_T0L_N2_49,0L,49,HP,NA,NA
R33,IO_L2N_T0L_N3_49,0L,49,HP,NA,NA
V34,IO_T0U_N12_VRP_49,0U,49,HP,NA,NA
U34,IO_L1P_T0L_N0_DBC_49,0L,49,HP,NA,NA
T34,IO_L1N_T0L_N1_DBC_49,0L,49,HP,NA,NA
U29,VREF_49,NA,49,HP,NA,NA
D31,IO_L24P_T3U_N10_50,3U,50,HP,NA,NA
C31,IO_L24N_T3U_N11_50,3U,50,HP,NA,NA
B31,IO_T3U_N12_50,3U,50,HP,NA,NA
C32,IO_L23P_T3U_N8_50,3U,50,HP,NA,NA
B32,IO_L23N_T3U_N9_50,3U,50,HP,NA,NA
A32,IO_L22P_T3U_N6_DBC_AD0P_50,3U,50,HP,NA,NA
A33,IO_L22N_T3U_N7_DBC_AD0N_50,3U,50,HP,NA,NA
D33,IO_L21P_T3L_N4_AD8P_50,3L,50,HP,NA,NA
C33,IO_L21N_T3L_N5_AD8N_50,3L,50,HP,NA,NA
D34,IO_L20P_T3L_N2_AD1P_50,3L,50,HP,NA,NA
C34,IO_L20N_T3L_N3_AD1N_50,3L,50,HP,NA,NA
B34,IO_L19P_T3L_N0_DBC_AD9P_50,3L,50,HP,NA,NA
A34,IO_L19N_T3L_N1_DBC_AD9N_50,3L,50,HP,NA,NA
E35,IO_L18P_T2U_N10_AD2P_50,2U,50,HP,NA,NA
D35,IO_L18N_T2U_N11_AD2N_50,2U,50,HP,NA,NA
B35,IO_L17P_T2U_N8_AD10P_50,2U,50,HP,NA,NA
A35,IO_L17N_T2U_N9_AD10N_50,2U,50,HP,NA,NA
B36,IO_L16P_T2U_N6_QBC_AD3P_50,2U,50,HP,NA,NA
B37,IO_L16N_T2U_N7_QBC_AD3N_50,2U,50,HP,NA,NA
A37,IO_L15P_T2L_N4_AD11P_50,2L,50,HP,NA,NA
A38,IO_L15N_T2L_N5_AD11N_50,2L,50,HP,NA,NA
E36,IO_L14P_T2L_N2_GC_50,2L,50,HP,NA,NA
D36,IO_L14N_T2L_N3_GC_50,2L,50,HP,NA,NA
E37,IO_T2U_N12_50,2U,50,HP,NA,NA
C36,IO_L13P_T2L_N0_GC_QBC_50,2L,50,HP,NA,NA
C37,IO_L13N_T2L_N1_GC_QBC_50,2L,50,HP,NA,NA
C38,IO_L12P_T1U_N10_GC_50,1U,50,HP,NA,NA
C39,IO_L12N_T1U_N11_GC_50,1U,50,HP,NA,NA
F38,IO_T1U_N12_50,1U,50,HP,NA,NA
E38,IO_L11P_T1U_N8_GC_50,1U,50,HP,NA,NA
D38,IO_L11N_T1U_N9_GC_50,1U,50,HP,NA,NA
B39,IO_L10P_T1U_N6_QBC_AD4P_50,1U,50,HP,NA,NA
A39,IO_L10N_T1U_N7_QBC_AD4N_50,1U,50,HP,NA,NA
B40,IO_L9P_T1L_N4_AD12P_50,1L,50,HP,NA,NA
A40,IO_L9N_T1L_N5_AD12N_50,1L,50,HP,NA,NA
E39,IO_L8P_T1L_N2_AD5P_50,1L,50,HP,NA,NA
D39,IO_L8N_T1L_N3_AD5N_50,1L,50,HP,NA,NA
E40,IO_L7P_T1L_N0_QBC_AD13P_50,1L,50,HP,NA,NA
D40,IO_L7N_T1L_N1_QBC_AD13N_50,1L,50,HP,NA,NA
F34,IO_L6P_T0U_N10_AD6P_50,0U,50,HP,NA,NA
F35,IO_L6N_T0U_N11_AD6N_50,0U,50,HP,NA,NA
H34,IO_L5P_T0U_N8_AD14P_50,0U,50,HP,NA,NA
G34,IO_L5N_T0U_N9_AD14N_50,0U,50,HP,NA,NA
H36,IO_L4P_T0U_N6_DBC_AD7P_50,0U,50,HP,NA,NA
G36,IO_L4N_T0U_N7_DBC_AD7N_50,0U,50,HP,NA,NA
J35,IO_L3P_T0L_N4_AD15P_50,0L,50,HP,NA,NA
