Device/Package xcvu160flgc2104 3/22/2016 18:32:00,,,,,,
,,,,,,
Pin,Pin Name,Memory Byte Group,Bank,I/O Type,Super Logic Region,No-Connect
AM4,MGTHRXP3_224,NA,224,GTH,1,NA
AM3,MGTHRXN3_224,NA,224,GTH,1,NA
AM8,MGTHTXN3_224,NA,224,GTH,1,NA
AF13,MGTREFCLK1P_224,NA,224,GTH,1,NA
AF12,MGTREFCLK1N_224,NA,224,GTH,1,NA
AN7,MGTHTXP2_224,NA,224,GTH,1,NA
AN2,MGTHRXP2_224,NA,224,GTH,1,NA
AN1,MGTHRXN2_224,NA,224,GTH,1,NA
AN6,MGTHTXN2_224,NA,224,GTH,1,NA
AP9,MGTHTXP1_224,NA,224,GTH,1,NA
AP4,MGTHRXP1_224,NA,224,GTH,1,NA
AP3,MGTHRXN1_224,NA,224,GTH,1,NA
AP8,MGTHTXN1_224,NA,224,GTH,1,NA
AG11,MGTREFCLK0P_224,NA,224,GTH,1,NA
AG10,MGTREFCLK0N_224,NA,224,GTH,1,NA
AR7,MGTHTXP0_224,NA,224,GTH,1,NA
AR2,MGTHRXP0_224,NA,224,GTH,1,NA
AR1,MGTHRXN0_224,NA,224,GTH,1,NA
AR6,MGTHTXN0_224,NA,224,GTH,1,NA
AH9,MGTHTXP3_225,NA,225,GTH,1,NA
AH4,MGTHRXP3_225,NA,225,GTH,1,NA
AH3,MGTHRXN3_225,NA,225,GTH,1,NA
AH8,MGTHTXN3_225,NA,225,GTH,1,NA
AD13,MGTREFCLK1P_225,NA,225,GTH,1,NA
AD12,MGTREFCLK1N_225,NA,225,GTH,1,NA
AJ7,MGTHTXP2_225,NA,225,GTH,1,NA
AJ2,MGTHRXP2_225,NA,225,GTH,1,NA
AJ1,MGTHRXN2_225,NA,225,GTH,1,NA
AJ6,MGTHTXN2_225,NA,225,GTH,1,NA
AK9,MGTHTXP1_225,NA,225,GTH,1,NA
AK4,MGTHRXP1_225,NA,225,GTH,1,NA
AK3,MGTHRXN1_225,NA,225,GTH,1,NA
AK8,MGTHTXN1_225,NA,225,GTH,1,NA
AE11,MGTREFCLK0P_225,NA,225,GTH,1,NA
AE10,MGTREFCLK0N_225,NA,225,GTH,1,NA
AL7,MGTHTXP0_225,NA,225,GTH,1,NA
AL2,MGTHRXP0_225,NA,225,GTH,1,NA
AL1,MGTHRXN0_225,NA,225,GTH,1,NA
AL6,MGTHTXN0_225,NA,225,GTH,1,NA
AD9,MGTHTXP3_226,NA,226,GTH,1,NA
AD4,MGTHRXP3_226,NA,226,GTH,1,NA
AD3,MGTHRXN3_226,NA,226,GTH,1,NA
AD8,MGTHTXN3_226,NA,226,GTH,1,NA
AB13,MGTREFCLK1P_226,NA,226,GTH,1,NA
AB12,MGTREFCLK1N_226,NA,226,GTH,1,NA
AE7,MGTHTXP2_226,NA,226,GTH,1,NA
AE2,MGTHRXP2_226,NA,226,GTH,1,NA
AE1,MGTHRXN2_226,NA,226,GTH,1,NA
AE6,MGTHTXN2_226,NA,226,GTH,1,NA
AH6,MGTRREF_RC,NA,NA,NA,NA,NA
AH7,MGTAVTTRCAL_RC,NA,NA,NA,NA,NA
AF9,MGTHTXP1_226,NA,226,GTH,1,NA
AF4,MGTHRXP1_226,NA,226,GTH,1,NA
AF3,MGTHRXN1_226,NA,226,GTH,1,NA
AF8,MGTHTXN1_226,NA,226,GTH,1,NA
AC11,MGTREFCLK0P_226,NA,226,GTH,1,NA
AC10,MGTREFCLK0N_226,NA,226,GTH,1,NA
AG7,MGTHTXP0_226,NA,226,GTH,1,NA
AG2,MGTHRXP0_226,NA,226,GTH,1,NA
AG1,MGTHRXN0_226,NA,226,GTH,1,NA
AG6,MGTHTXN0_226,NA,226,GTH,1,NA
Y9,MGTHTXP3_227,NA,227,GTH,1,NA
Y4,MGTHRXP3_227,NA,227,GTH,1,NA
Y3,MGTHRXN3_227,NA,227,GTH,1,NA
Y8,MGTHTXN3_227,NA,227,GTH,1,NA
Y13,MGTREFCLK1P_227,NA,227,GTH,1,NA
Y12,MGTREFCLK1N_227,NA,227,GTH,1,NA
AA7,MGTHTXP2_227,NA,227,GTH,1,NA
AA2,MGTHRXP2_227,NA,227,GTH,1,NA
AA1,MGTHRXN2_227,NA,227,GTH,1,NA
AA6,MGTHTXN2_227,NA,227,GTH,1,NA
AB9,MGTHTXP1_227,NA,227,GTH,1,NA
AB4,MGTHRXP1_227,NA,227,GTH,1,NA
AB3,MGTHRXN1_227,NA,227,GTH,1,NA
AB8,MGTHTXN1_227,NA,227,GTH,1,NA
AA11,MGTREFCLK0P_227,NA,227,GTH,1,NA
AA10,MGTREFCLK0N_227,NA,227,GTH,1,NA
AC7,MGTHTXP0_227,NA,227,GTH,1,NA
AC2,MGTHRXP0_227,NA,227,GTH,1,NA
AC1,MGTHRXN0_227,NA,227,GTH,1,NA
AC6,MGTHTXN0_227,NA,227,GTH,1,NA
T9,MGTHTXP3_228,NA,228,GTH,1,NA
T4,MGTHRXP3_228,NA,228,GTH,1,NA
T3,MGTHRXN3_228,NA,228,GTH,1,NA
T8,MGTHTXN3_228,NA,228,GTH,1,NA
V13,MGTREFCLK1P_228,NA,228,GTH,1,NA
V12,MGTREFCLK1N_228,NA,228,GTH,1,NA
U7,MGTHTXP2_228,NA,228,GTH,1,NA
U2,MGTHRXP2_228,NA,228,GTH,1,NA
U1,MGTHRXN2_228,NA,228,GTH,1,NA
U6,MGTHTXN2_228,NA,228,GTH,1,NA
V9,MGTHTXP1_228,NA,228,GTH,1,NA
V4,MGTHRXP1_228,NA,228,GTH,1,NA
V3,MGTHRXN1_228,NA,228,GTH,1,NA
V8,MGTHTXN1_228,NA,228,GTH,1,NA
W11,MGTREFCLK0P_228,NA,228,GTH,1,NA
W10,MGTREFCLK0N_228,NA,228,GTH,1,NA
W7,MGTHTXP0_228,NA,228,GTH,1,NA
W2,MGTHRXP0_228,NA,228,GTH,1,NA
W1,MGTHRXN0_228,NA,228,GTH,1,NA
W6,MGTHTXN0_228,NA,228,GTH,1,NA
M9,MGTHTXP3_229,NA,229,GTH,2,NA
M4,MGTHRXP3_229,NA,229,GTH,2,NA
M3,MGTHRXN3_229,NA,229,GTH,2,NA
M8,MGTHTXN3_229,NA,229,GTH,2,NA
T13,MGTREFCLK1P_229,NA,229,GTH,2,NA
T12,MGTREFCLK1N_229,NA,229,GTH,2,NA
N7,MGTHTXP2_229,NA,229,GTH,2,NA
N2,MGTHRXP2_229,NA,229,GTH,2,NA
N1,MGTHRXN2_229,NA,229,GTH,2,NA
N6,MGTHTXN2_229,NA,229,GTH,2,NA
P9,MGTHTXP1_229,NA,229,GTH,2,NA
P4,MGTHRXP1_229,NA,229,GTH,2,NA
P3,MGTHRXN1_229,NA,229,GTH,2,NA
P8,MGTHTXN1_229,NA,229,GTH,2,NA
U11,MGTREFCLK0P_229,NA,229,GTH,2,NA
U10,MGTREFCLK0N_229,NA,229,GTH,2,NA
R7,MGTHTXP0_229,NA,229,GTH,2,NA
R2,MGTHRXP0_229,NA,229,GTH,2,NA
R1,MGTHRXN0_229,NA,229,GTH,2,NA
R6,MGTHTXN0_229,NA,229,GTH,2,NA
H9,MGTHTXP3_230,NA,230,GTH,2,NA
H4,MGTHRXP3_230,NA,230,GTH,2,NA
H3,MGTHRXN3_230,NA,230,GTH,2,NA
H8,MGTHTXN3_230,NA,230,GTH,2,NA
P13,MGTREFCLK1P_230,NA,230,GTH,2,NA
P12,MGTREFCLK1N_230,NA,230,GTH,2,NA
J7,MGTHTXP2_230,NA,230,GTH,2,NA
J2,MGTHRXP2_230,NA,230,GTH,2,NA
J1,MGTHRXN2_230,NA,230,GTH,2,NA
J6,MGTHTXN2_230,NA,230,GTH,2,NA
K9,MGTHTXP1_230,NA,230,GTH,2,NA
K4,MGTHRXP1_230,NA,230,GTH,2,NA
K3,MGTHRXN1_230,NA,230,GTH,2,NA
K8,MGTHTXN1_230,NA,230,GTH,2,NA
R11,MGTREFCLK0P_230,NA,230,GTH,2,NA
R10,MGTREFCLK0N_230,NA,230,GTH,2,NA
L7,MGTHTXP0_230,NA,230,GTH,2,NA
L2,MGTHRXP0_230,NA,230,GTH,2,NA
L1,MGTHRXN0_230,NA,230,GTH,2,NA
L6,MGTHTXN0_230,NA,230,GTH,2,NA
F13,MGTHTXP3_231,NA,231,GTH,2,NA
E16,MGTHRXP3_231,NA,231,GTH,2,NA
E15,MGTHRXN3_231,NA,231,GTH,2,NA
F12,MGTHTXN3_231,NA,231,GTH,2,NA
M13,MGTREFCLK1P_231,NA,231,GTH,2,NA
M12,MGTREFCLK1N_231,NA,231,GTH,2,NA
G11,MGTHTXP2_231,NA,231,GTH,2,NA
G16,MGTHRXP2_231,NA,231,GTH,2,NA
G15,MGTHRXN2_231,NA,231,GTH,2,NA
G10,MGTHTXN2_231,NA,231,GTH,2,NA
D6,MGTRREF_RN,NA,NA,NA,NA,NA
D7,MGTAVTTRCAL_RN,NA,NA,NA,NA,NA
F9,MGTHTXP1_231,NA,231,GTH,2,NA
F4,MGTHRXP1_231,NA,231,GTH,2,NA
F3,MGTHRXN1_231,NA,231,GTH,2,NA
F8,MGTHTXN1_231,NA,231,GTH,2,NA
N11,MGTREFCLK0P_231,NA,231,GTH,2,NA
N10,MGTREFCLK0N_231,NA,231,GTH,2,NA
G7,MGTHTXP0_231,NA,231,GTH,2,NA
G2,MGTHRXP0_231,NA,231,GTH,2,NA
G1,MGTHRXN0_231,NA,231,GTH,2,NA
G6,MGTHTXN0_231,NA,231,GTH,2,NA
A7,MGTHTXP3_232,NA,232,GTH,2,VU095
B4,MGTHRXP3_232,NA,232,GTH,2,VU095
B3,MGTHRXN3_232,NA,232,GTH,2,VU095
A6,MGTHTXN3_232,NA,232,GTH,2,VU095
K13,MGTREFCLK1P_232,NA,232,GTH,2,VU095
K12,MGTREFCLK1N_232,NA,232,GTH,2,VU095
C7,MGTHTXP2_232,NA,232,GTH,2,VU095
C2,MGTHRXP2_232,NA,232,GTH,2,VU095
C1,MGTHRXN2_232,NA,232,GTH,2,VU095
C6,MGTHTXN2_232,NA,232,GTH,2,VU095
E11,MGTHTXP1_232,NA,232,GTH,2,VU095
D4,MGTHRXP1_232,NA,232,GTH,2,VU095
D3,MGTHRXN1_232,NA,232,GTH,2,VU095
E10,MGTHTXN1_232,NA,232,GTH,2,VU095
L11,MGTREFCLK0P_232,NA,232,GTH,2,VU095
L10,MGTREFCLK0N_232,NA,232,GTH,2,VU095
E7,MGTHTXP0_232,NA,232,GTH,2,VU095
E2,MGTHRXP0_232,NA,232,GTH,2,VU095
E1,MGTHRXN0_232,NA,232,GTH,2,VU095
E6,MGTHTXN0_232,NA,232,GTH,2,VU095
A11,MGTHTXP3_233,NA,233,GTH,2,VU095,VU160
A16,MGTHRXP3_233,NA,233,GTH,2,VU095,VU160
A15,MGTHRXN3_233,NA,233,GTH,2,VU095,VU160
A10,MGTHTXN3_233,NA,233,GTH,2,VU095,VU160
H13,MGTREFCLK1P_233,NA,233,GTH,2,VU095,VU160
H12,MGTREFCLK1N_233,NA,233,GTH,2,VU095,VU160
B9,MGTHTXP2_233,NA,233,GTH,2,VU095,VU160
B14,MGTHRXP2_233,NA,233,GTH,2,VU095,VU160
B13,MGTHRXN2_233,NA,233,GTH,2,VU095,VU160
B8,MGTHTXN2_233,NA,233,GTH,2,VU095,VU160
C11,MGTHTXP1_233,NA,233,GTH,2,VU095,VU160
C16,MGTHRXP1_233,NA,233,GTH,2,VU095,VU160
C15,MGTHRXN1_233,NA,233,GTH,2,VU095,VU160
C10,MGTHTXN1_233,NA,233,GTH,2,VU095,VU160
J11,MGTREFCLK0P_233,NA,233,GTH,2,VU095,VU160
J10,MGTREFCLK0N_233,NA,233,GTH,2,VU095,VU160
D9,MGTHTXP0_233,NA,233,GTH,2,VU095,VU160
D14,MGTHRXP0_233,NA,233,GTH,2,VU095,VU160
D13,MGTHRXN0_233,NA,233,GTH,2,VU095,VU160
D8,MGTHTXN0_233,NA,233,GTH,2,VU095,VU160
A3,GND,NA,NA,NA,NA,NA
A5,GND,NA,NA,NA,NA,NA
A12,GND,NA,NA,NA,NA,NA
A13,GND,NA,NA,NA,NA,NA
A14,GND,NA,NA,NA,NA,NA
A17,GND,NA,NA,NA,NA,NA
A22,GND,NA,NA,NA,NA,NA
A30,GND,NA,NA,NA,NA,NA
A33,GND,NA,NA,NA,NA,NA
A34,GND,NA,NA,NA,NA,NA
A35,GND,NA,NA,NA,NA,NA
A42,GND,NA,NA,NA,NA,NA
A44,GND,NA,NA,NA,NA,NA
B2,GND,NA,NA,NA,NA,NA
B5,GND,NA,NA,NA,NA,NA
B6,GND,NA,NA,NA,NA,NA
B10,GND,NA,NA,NA,NA,NA
B12,GND,NA,NA,NA,NA,NA
B15,GND,NA,NA,NA,NA,NA
B16,GND,NA,NA,NA,NA,NA
B17,GND,NA,NA,NA,NA,NA
B19,GND,NA,NA,NA,NA,NA
B29,GND,NA,NA,NA,NA,NA
B30,GND,NA,NA,NA,NA,NA
B31,GND,NA,NA,NA,NA,NA
B32,GND,NA,NA,NA,NA,NA
B35,GND,NA,NA,NA,NA,NA
B37,GND,NA,NA,NA,NA,NA
B41,GND,NA,NA,NA,NA,NA
B42,GND,NA,NA,NA,NA,NA
B45,GND,NA,NA,NA,NA,NA
C3,GND,NA,NA,NA,NA,NA
C4,GND,NA,NA,NA,NA,NA
C5,GND,NA,NA,NA,NA,NA
C8,GND,NA,NA,NA,NA,NA
C12,GND,NA,NA,NA,NA,NA
C13,GND,NA,NA,NA,NA,NA
C14,GND,NA,NA,NA,NA,NA
C17,GND,NA,NA,NA,NA,NA
C26,GND,NA,NA,NA,NA,NA
C30,GND,NA,NA,NA,NA,NA
C33,GND,NA,NA,NA,NA,NA
C34,GND,NA,NA,NA,NA,NA
C35,GND,NA,NA,NA,NA,NA
C39,GND,NA,NA,NA,NA,NA
C42,GND,NA,NA,NA,NA,NA
C43,GND,NA,NA,NA,NA,NA
C44,GND,NA,NA,NA,NA,NA
D1,GND,NA,NA,NA,NA,NA
D2,GND,NA,NA,NA,NA,NA
D5,GND,NA,NA,NA,NA,NA
D11,GND,NA,NA,NA,NA,NA
D12,GND,NA,NA,NA,NA,NA
D15,GND,NA,NA,NA,NA,NA
D16,GND,NA,NA,NA,NA,NA
D17,GND,NA,NA,NA,NA,NA
D23,GND,NA,NA,NA,NA,NA
D30,GND,NA,NA,NA,NA,NA
D31,GND,NA,NA,NA,NA,NA
D32,GND,NA,NA,NA,NA,NA
D35,GND,NA,NA,NA,NA,NA
D36,GND,NA,NA,NA,NA,NA
D42,GND,NA,NA,NA,NA,NA
D45,GND,NA,NA,NA,NA,NA
D46,GND,NA,NA,NA,NA,NA
E3,GND,NA,NA,NA,NA,NA
E4,GND,NA,NA,NA,NA,NA
E5,GND,NA,NA,NA,NA,NA
E9,GND,NA,NA,NA,NA,NA
E12,GND,NA,NA,NA,NA,NA
E13,GND,NA,NA,NA,NA,NA
E14,GND,NA,NA,NA,NA,NA
E17,GND,NA,NA,NA,NA,NA
E20,GND,NA,NA,NA,NA,NA
E30,GND,NA,NA,NA,NA,NA
E33,GND,NA,NA,NA,NA,NA
E34,GND,NA,NA,NA,NA,NA
E35,GND,NA,NA,NA,NA,NA
E38,GND,NA,NA,NA,NA,NA
E42,GND,NA,NA,NA,NA,NA
E43,GND,NA,NA,NA,NA,NA
E44,GND,NA,NA,NA,NA,NA
F1,GND,NA,NA,NA,NA,NA
F2,GND,NA,NA,NA,NA,NA
F5,GND,NA,NA,NA,NA,NA
F6,GND,NA,NA,NA,NA,NA
F10,GND,NA,NA,NA,NA,NA
F14,GND,NA,NA,NA,NA,NA
F15,GND,NA,NA,NA,NA,NA
F16,GND,NA,NA,NA,NA,NA
F17,GND,NA,NA,NA,NA,NA
F27,GND,NA,NA,NA,NA,NA
F30,GND,NA,NA,NA,NA,NA
F31,GND,NA,NA,NA,NA,NA
F32,GND,NA,NA,NA,NA,NA
F33,GND,NA,NA,NA,NA,NA
F37,GND,NA,NA,NA,NA,NA
F41,GND,NA,NA,NA,NA,NA
F42,GND,NA,NA,NA,NA,NA
F45,GND,NA,NA,NA,NA,NA
F46,GND,NA,NA,NA,NA,NA
G3,GND,NA,NA,NA,NA,NA
G4,GND,NA,NA,NA,NA,NA
G5,GND,NA,NA,NA,NA,NA
G8,GND,NA,NA,NA,NA,NA
G12,GND,NA,NA,NA,NA,NA
G14,GND,NA,NA,NA,NA,NA
G17,GND,NA,NA,NA,NA,NA
G24,GND,NA,NA,NA,NA,NA
G30,GND,NA,NA,NA,NA,NA
G33,GND,NA,NA,NA,NA,NA
G35,GND,NA,NA,NA,NA,NA
G39,GND,NA,NA,NA,NA,NA
G42,GND,NA,NA,NA,NA,NA
G43,GND,NA,NA,NA,NA,NA
G44,GND,NA,NA,NA,NA,NA
H1,GND,NA,NA,NA,NA,NA
H2,GND,NA,NA,NA,NA,NA
H5,GND,NA,NA,NA,NA,NA
H7,GND,NA,NA,NA,NA,NA
H11,GND,NA,NA,NA,NA,NA
H14,GND,NA,NA,NA,NA,NA
H15,GND,NA,NA,NA,NA,NA
H16,GND,NA,NA,NA,NA,NA
H17,GND,NA,NA,NA,NA,NA
H21,GND,NA,NA,NA,NA,NA
H30,GND,NA,NA,NA,NA,NA
H31,GND,NA,NA,NA,NA,NA
H32,GND,NA,NA,NA,NA,NA
H33,GND,NA,NA,NA,NA,NA
H36,GND,NA,NA,NA,NA,NA
H40,GND,NA,NA,NA,NA,NA
H42,GND,NA,NA,NA,NA,NA
H45,GND,NA,NA,NA,NA,NA
H46,GND,NA,NA,NA,NA,NA
J3,GND,NA,NA,NA,NA,NA
J4,GND,NA,NA,NA,NA,NA
J5,GND,NA,NA,NA,NA,NA
J9,GND,NA,NA,NA,NA,NA
J13,GND,NA,NA,NA,NA,NA
J14,GND,NA,NA,NA,NA,NA
J18,GND,NA,NA,NA,NA,NA
J28,GND,NA,NA,NA,NA,NA
J33,GND,NA,NA,NA,NA,NA
J34,GND,NA,NA,NA,NA,NA
J38,GND,NA,NA,NA,NA,NA
J42,GND,NA,NA,NA,NA,NA
J43,GND,NA,NA,NA,NA,NA
J44,GND,NA,NA,NA,NA,NA
K1,GND,NA,NA,NA,NA,NA
K2,GND,NA,NA,NA,NA,NA
K5,GND,NA,NA,NA,NA,NA
K6,GND,NA,NA,NA,NA,NA
K10,GND,NA,NA,NA,NA,NA
K15,GND,NA,NA,NA,NA,NA
K25,GND,NA,NA,NA,NA,NA
K33,GND,NA,NA,NA,NA,NA
K37,GND,NA,NA,NA,NA,NA
K41,GND,NA,NA,NA,NA,NA
K42,GND,NA,NA,NA,NA,NA
K45,GND,NA,NA,NA,NA,NA
K46,GND,NA,NA,NA,NA,NA
L3,GND,NA,NA,NA,NA,NA
L4,GND,NA,NA,NA,NA,NA
L5,GND,NA,NA,NA,NA,NA
L8,GND,NA,NA,NA,NA,NA
L12,GND,NA,NA,NA,NA,NA
L14,GND,NA,NA,NA,NA,NA
L22,GND,NA,NA,NA,NA,NA
L32,GND,NA,NA,NA,NA,NA
L33,GND,NA,NA,NA,NA,NA
L35,GND,NA,NA,NA,NA,NA
L39,GND,NA,NA,NA,NA,NA
L42,GND,NA,NA,NA,NA,NA
L43,GND,NA,NA,NA,NA,NA
L44,GND,NA,NA,NA,NA,NA
M1,GND,NA,NA,NA,NA,NA
M2,GND,NA,NA,NA,NA,NA
M5,GND,NA,NA,NA,NA,NA
M7,GND,NA,NA,NA,NA,NA
M11,GND,NA,NA,NA,NA,NA
M19,GND,NA,NA,NA,NA,NA
M29,GND,NA,NA,NA,NA,NA
M33,GND,NA,NA,NA,NA,NA
M36,GND,NA,NA,NA,NA,NA
M40,GND,NA,NA,NA,NA,NA
M42,GND,NA,NA,NA,NA,NA
M45,GND,NA,NA,NA,NA,NA
M46,GND,NA,NA,NA,NA,NA
N3,GND,NA,NA,NA,NA,NA
N4,GND,NA,NA,NA,NA,NA
N5,GND,NA,NA,NA,NA,NA
N9,GND,NA,NA,NA,NA,NA
N13,GND,NA,NA,NA,NA,NA
N14,GND,NA,NA,NA,NA,NA
N16,GND,NA,NA,NA,NA,NA
N26,GND,NA,NA,NA,NA,NA
N33,GND,NA,NA,NA,NA,NA
N34,GND,NA,NA,NA,NA,NA
N38,GND,NA,NA,NA,NA,NA
N42,GND,NA,NA,NA,NA,NA
N43,GND,NA,NA,NA,NA,NA
N44,GND,NA,NA,NA,NA,NA
P1,GND,NA,NA,NA,NA,NA
P2,GND,NA,NA,NA,NA,NA
P5,GND,NA,NA,NA,NA,NA
P6,GND,NA,NA,NA,NA,NA
P10,GND,NA,NA,NA,NA,NA
P23,GND,NA,NA,NA,NA,NA
P29,GND,NA,NA,NA,NA,NA
P31,GND,NA,NA,NA,NA,NA
P33,GND,NA,NA,NA,NA,NA
P37,GND,NA,NA,NA,NA,NA
P41,GND,NA,NA,NA,NA,NA
P42,GND,NA,NA,NA,NA,NA
P45,GND,NA,NA,NA,NA,NA
P46,GND,NA,NA,NA,NA,NA
R3,GND,NA,NA,NA,NA,NA
R4,GND,NA,NA,NA,NA,NA
R5,GND,NA,NA,NA,NA,NA
R8,GND,NA,NA,NA,NA,NA
R12,GND,NA,NA,NA,NA,NA
R14,GND,NA,NA,NA,NA,NA
R16,GND,NA,NA,NA,NA,NA
R18,GND,NA,NA,NA,NA,NA
R20,GND,NA,NA,NA,NA,NA
R22,GND,NA,NA,NA,NA,NA
R24,GND,NA,NA,NA,NA,NA
R26,GND,NA,NA,NA,NA,NA
R28,GND,NA,NA,NA,NA,NA
R30,GND,NA,NA,NA,NA,NA
R32,GND,NA,NA,NA,NA,NA
R33,GND,NA,NA,NA,NA,NA
R35,GND,NA,NA,NA,NA,NA
R39,GND,NA,NA,NA,NA,NA
R42,GND,NA,NA,NA,NA,NA
R43,GND,NA,NA,NA,NA,NA
R44,GND,NA,NA,NA,NA,NA
T1,GND,NA,NA,NA,NA,NA
T2,GND,NA,NA,NA,NA,NA
T5,GND,NA,NA,NA,NA,NA
T7,GND,NA,NA,NA,NA,NA
T11,GND,NA,NA,NA,NA,NA
T15,GND,NA,NA,NA,NA,NA
T17,GND,NA,NA,NA,NA,NA
T19,GND,NA,NA,NA,NA,NA
T21,GND,NA,NA,NA,NA,NA
T23,GND,NA,NA,NA,NA,NA
T25,GND,NA,NA,NA,NA,NA
T27,GND,NA,NA,NA,NA,NA
T29,GND,NA,NA,NA,NA,NA
T31,GND,NA,NA,NA,NA,NA
T33,GND,NA,NA,NA,NA,NA
T36,GND,NA,NA,NA,NA,NA
T40,GND,NA,NA,NA,NA,NA
T42,GND,NA,NA,NA,NA,NA
T45,GND,NA,NA,NA,NA,NA
T46,GND,NA,NA,NA,NA,NA
U3,GND,NA,NA,NA,NA,NA
U4,GND,NA,NA,NA,NA,NA
U5,GND,NA,NA,NA,NA,NA
U9,GND,NA,NA,NA,NA,NA
U13,GND,NA,NA,NA,NA,NA
U14,GND,NA,NA,NA,NA,NA
U16,GND,NA,NA,NA,NA,NA
U18,GND,NA,NA,NA,NA,NA
U20,GND,NA,NA,NA,NA,NA
U22,GND,NA,NA,NA,NA,NA
U24,GND,NA,NA,NA,NA,NA
U26,GND,NA,NA,NA,NA,NA
U28,GND,NA,NA,NA,NA,NA
U30,GND,NA,NA,NA,NA,NA
U32,GND,NA,NA,NA,NA,NA
U33,GND,NA,NA,NA,NA,NA
U34,GND,NA,NA,NA,NA,NA
U38,GND,NA,NA,NA,NA,NA
U42,GND,NA,NA,NA,NA,NA
U43,GND,NA,NA,NA,NA,NA
U44,GND,NA,NA,NA,NA,NA
V1,GND,NA,NA,NA,NA,NA
V2,GND,NA,NA,NA,NA,NA
V5,GND,NA,NA,NA,NA,NA
V6,GND,NA,NA,NA,NA,NA
V10,GND,NA,NA,NA,NA,NA
V15,GND,NA,NA,NA,NA,NA
V17,GND,NA,NA,NA,NA,NA
V19,GND,NA,NA,NA,NA,NA
V21,GND,NA,NA,NA,NA,NA
V23,GND,NA,NA,NA,NA,NA
V25,GND,NA,NA,NA,NA,NA
V27,GND,NA,NA,NA,NA,NA
V29,GND,NA,NA,NA,NA,NA
V31,GND,NA,NA,NA,NA,NA
V33,GND,NA,NA,NA,NA,NA
V37,GND,NA,NA,NA,NA,NA
V41,GND,NA,NA,NA,NA,NA
V42,GND,NA,NA,NA,NA,NA
V45,GND,NA,NA,NA,NA,NA
V46,GND,NA,NA,NA,NA,NA
W3,GND,NA,NA,NA,NA,NA
W4,GND,NA,NA,NA,NA,NA
W5,GND,NA,NA,NA,NA,NA
W8,GND,NA,NA,NA,NA,NA
W12,GND,NA,NA,NA,NA,NA
W14,GND,NA,NA,NA,NA,NA
W16,GND,NA,NA,NA,NA,NA
W18,GND,NA,NA,NA,NA,NA
W20,GND,NA,NA,NA,NA,NA
W22,GND,NA,NA,NA,NA,NA
W24,GND,NA,NA,NA,NA,NA
W26,GND,NA,NA,NA,NA,NA
W28,GND,NA,NA,NA,NA,NA
W30,GND,NA,NA,NA,NA,NA
W32,GND,NA,NA,NA,NA,NA
W33,GND,NA,NA,NA,NA,NA
W35,GND,NA,NA,NA,NA,NA
W39,GND,NA,NA,NA,NA,NA
W42,GND,NA,NA,NA,NA,NA
W43,GND,NA,NA,NA,NA,NA
W44,GND,NA,NA,NA,NA,NA
Y1,GND,NA,NA,NA,NA,NA
Y2,GND,NA,NA,NA,NA,NA
Y5,GND,NA,NA,NA,NA,NA
Y7,GND,NA,NA,NA,NA,NA
Y11,GND,NA,NA,NA,NA,NA
Y15,GND,NA,NA,NA,NA,NA
Y17,GND,NA,NA,NA,NA,NA
Y19,GND,NA,NA,NA,NA,NA
Y21,GND,NA,NA,NA,NA,NA
Y23,GND,NA,NA,NA,NA,NA
Y25,GND,NA,NA,NA,NA,NA
Y27,GND,NA,NA,NA,NA,NA
Y29,GND,NA,NA,NA,NA,NA
Y31,GND,NA,NA,NA,NA,NA
Y33,GND,NA,NA,NA,NA,NA
Y36,GND,NA,NA,NA,NA,NA
Y40,GND,NA,NA,NA,NA,NA
Y42,GND,NA,NA,NA,NA,NA
Y45,GND,NA,NA,NA,NA,NA
Y46,GND,NA,NA,NA,NA,NA
AA3,GND,NA,NA,NA,NA,NA
AA4,GND,NA,NA,NA,NA,NA
AA5,GND,NA,NA,NA,NA,NA
AA9,GND,NA,NA,NA,NA,NA
AA13,GND,NA,NA,NA,NA,NA
AA14,GND,NA,NA,NA,NA,NA
AA15,GND,NA,NA,NA,NA,NA
AA16,GND,NA,NA,NA,NA,NA
AA18,GND,NA,NA,NA,NA,NA
AA20,GND,NA,NA,NA,NA,NA
AA22,GND,NA,NA,NA,NA,NA
AA24,GND,NA,NA,NA,NA,NA
AA26,GND,NA,NA,NA,NA,NA
AA28,GND,NA,NA,NA,NA,NA
AA30,GND,NA,NA,NA,NA,NA
AA32,GND,NA,NA,NA,NA,NA
AA33,GND,NA,NA,NA,NA,NA
AA34,GND,NA,NA,NA,NA,NA
AA38,GND,NA,NA,NA,NA,NA
AA42,GND,NA,NA,NA,NA,NA
AA43,GND,NA,NA,NA,NA,NA
AA44,GND,NA,NA,NA,NA,NA
AB1,GND,NA,NA,NA,NA,NA
AB2,GND,NA,NA,NA,NA,NA
AB5,GND,NA,NA,NA,NA,NA
AB6,GND,NA,NA,NA,NA,NA
AB10,GND,NA,NA,NA,NA,NA
AB17,GND,NA,NA,NA,NA,NA
AB21,GND,NA,NA,NA,NA,NA
AB23,GND,NA,NA,NA,NA,NA
AB25,GND,NA,NA,NA,NA,NA
AB27,GND,NA,NA,NA,NA,NA
AB29,GND,NA,NA,NA,NA,NA
AB31,GND,NA,NA,NA,NA,NA
AB33,GND,NA,NA,NA,NA,NA
