%#################################################################
Title:        Basenet Report
Design:       top
Date:         Nov 7 11:09:59 2018
%#################################################################


%
Base nets and synonyms for muctpi_lib.TOP(@muctpi_lib.top(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         
                    	CLK_OUT_P<2> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 90C2>                        
CLK_OUT_P<3>        	TRPRX_MGTCLK_P<3..0> - @muctpi_lib.CLOCKS                   	 83B1>                        
                    	CLK_OUT_P<3> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 90C2>                        

%
Base nets and synonyms for muctpi_lib.CML_FANOUT_1TO4_AC(@muctpi_lib.top(sch_1):page4_i4@muctpi_lib.clocks(sch_1):page1_i72@muctpi_lib.cml_fanout_1to4_ac(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         

CLKQ_N<0>           	CLKQ_N<0> - @muctpi_lib.CML_FANOUT_1TO4_AC                  	 89B4                         
CLKQ_N<1>           	CLKQ_N<1> - @muctpi_lib.CML_FANOUT_1TO4_AC                  	 89B4                         
CLKQ_N<2>           	CLKQ_N<2> - @muctpi_lib.CML_FANOUT_1TO4_AC                  	 89C4                         
CLKQ_N<3>           	CLKQ_N<3> - @muctpi_lib.CML_FANOUT_1TO4_AC                  	 89C4                         
CLKQ_P<0>           	CLKQ_P<0> - @muctpi_lib.CML_FANOUT_1TO4_AC                  	 89B4                         
CLKQ_P<1>           	CLKQ_P<1> - @muctpi_lib.CML_FANOUT_1TO4_AC                  	 89B4                         
CLKQ_P<2>           	CLKQ_P<2> - @muctpi_lib.CML_FANOUT_1TO4_AC                  	 89C4                         
CLKQ_P<3>           	CLKQ_P<3> - @muctpi_lib.CML_FANOUT_1TO4_AC                  	 89C4                         
CLK_IN_N            	TTC_CLK240_N<0> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_IN_N - @muctpi_lib.CML_FANOUT_1TO4_AC                   	 89C5<                        
CLK_IN_P            	TTC_CLK240_P<0> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_IN_P - @muctpi_lib.CML_FANOUT_1TO4_AC                   	 89C5<                        
CLK_OUT_N<0>        	MSPTX_MGTCLK_N<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_N<0> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 89B2>                        
CLK_OUT_N<1>        	MSPTX_MGTCLK_N<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_N<1> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 89B2>                        
CLK_OUT_N<2>        	MSPTX_MGTCLK_N<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_N<2> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 89C2>                        
CLK_OUT_N<3>        	MSPTX_MGTCLK_N<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_N<3> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 89C2>                        
CLK_OUT_P<0>        	MSPTX_MGTCLK_P<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_P<0> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 89B2>                        
CLK_OUT_P<1>        	MSPTX_MGTCLK_P<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_P<1> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 89B2>                        
CLK_OUT_P<2>        	MSPTX_MGTCLK_P<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_P<2> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 89C2>                        
CLK_OUT_P<3>        	MSPTX_MGTCLK_P<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_P<3> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 89C2>                        

%
Base nets and synonyms for muctpi_lib.CML_FANOUT_1TO4_AC(@muctpi_lib.top(sch_1):page4_i4@muctpi_lib.clocks(sch_1):page1_i71@muctpi_lib.cml_fanout_1to4_ac(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         

CLKQ_N<0>           	CLKQ_N<0> - @muctpi_lib.CML_FANOUT_1TO4_AC                  	 88B4                         
CLKQ_N<1>           	CLKQ_N<1> - @muctpi_lib.CML_FANOUT_1TO4_AC                  	 88B4                         
CLKQ_N<2>           	CLKQ_N<2> - @muctpi_lib.CML_FANOUT_1TO4_AC                  	 88C4                         
CLKQ_N<3>           	CLKQ_N<3> - @muctpi_lib.CML_FANOUT_1TO4_AC                  	 88C4                         
CLKQ_P<0>           	CLKQ_P<0> - @muctpi_lib.CML_FANOUT_1TO4_AC                  	 88B4                         
CLKQ_P<1>           	CLKQ_P<1> - @muctpi_lib.CML_FANOUT_1TO4_AC                  	 88B4                         
CLKQ_P<2>           	CLKQ_P<2> - @muctpi_lib.CML_FANOUT_1TO4_AC                  	 88C4                         
CLKQ_P<3>           	CLKQ_P<3> - @muctpi_lib.CML_FANOUT_1TO4_AC                  	 88C4                         
CLK_IN_N            	TTC_CLK320_N<2> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_IN_N - @muctpi_lib.CML_FANOUT_1TO4_AC                   	 88C5<                        
CLK_IN_P            	TTC_CLK320_P<2> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_IN_P - @muctpi_lib.CML_FANOUT_1TO4_AC                   	 88C5<                        
CLK_OUT_N<0>        	TOPTX_MGTCLK_N<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_N<0> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 88B2>                        
CLK_OUT_N<1>        	TOPTX_MGTCLK_N<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_N<1> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 88B2>                        
CLK_OUT_N<2>        	TOPTX_MGTCLK_N<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_N<2> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 88C2>                        
CLK_OUT_N<3>        	TOPTX_MGTCLK_N<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_N<3> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 88C2>                        
CLK_OUT_P<0>        	TOPTX_MGTCLK_P<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_P<0> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 88B2>                        
CLK_OUT_P<1>        	TOPTX_MGTCLK_P<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_P<1> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 88B2>                        
CLK_OUT_P<2>        	TOPTX_MGTCLK_P<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_P<2> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 88C2>                        
CLK_OUT_P<3>        	TOPTX_MGTCLK_P<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_P<3> - @muctpi_lib.CML_FANOUT_1TO4_AC               	 88C2>                        

%
Base nets and synonyms for muctpi_lib.CML_FANOUT_2TO6_AC(@muctpi_lib.top(sch_1):page4_i4@muctpi_lib.clocks(sch_1):page1_i55@muctpi_lib.cml_fanout_2to6_ac(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         

CLKQ_N<0>           	CLKQ_N<0> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 86C4                         
CLKQ_N<1>           	CLKQ_N<1> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 86C4                         
CLKQ_N<2>           	CLKQ_N<2> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 86C4                         
CLKQ_N<3>           	CLKQ_N<3> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 86C4                         
CLKQ_N<4>           	CLKQ_N<4> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 86B4                         
CLKQ_N<5>           	CLKQ_N<5> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 86B4                         
CLKQ_P<0>           	CLKQ_P<0> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 86C4                         
CLKQ_P<1>           	CLKQ_P<1> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 86C4                         
CLKQ_P<2>           	CLKQ_P<2> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 86C4                         
CLKQ_P<3>           	CLKQ_P<3> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 86C4                         
CLKQ_P<4>           	CLKQ_P<4> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 86B4                         
CLKQ_P<5>           	CLKQ_P<5> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 86B4                         
CLK_IN0_N           	OSC_CLK320_N<1> - @muctpi_lib.CLOCKS                        	 83D4 84D6                    
                    	CLK_IN0_N - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 86C6<                        
CLK_IN0_P           	OSC_CLK320_P<1> - @muctpi_lib.CLOCKS                        	 83D4 84D6                    
                    	CLK_IN0_P - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 86C6<                        
CLK_IN1_N           	TTC_CLK320_N<1> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_IN1_N - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 86B6<                        
CLK_IN1_P           	TTC_CLK320_P<1> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_IN1_P - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 86C6<                        
CLK_OUT_N<0>        	CLK_OUT_N<0> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 86C2>                        
CLK_OUT_N<1>        	CLK_OUT_N<1> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 86C2>                        
CLK_OUT_N<2>        	CLK_OUT_N<2> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 86C2>                        
CLK_OUT_N<3>        	CLK_OUT_N<3> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 86B2>                        
CLK_OUT_N<4>        	CLK_OUT_N<4> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 86B2>                        
CLK_OUT_N<5>        	CLK_OUT_N<5> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 86B2>                        
CLK_OUT_P<0>        	CLK_OUT_P<0> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 86C2>                        
CLK_OUT_P<1>        	CLK_OUT_P<1> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 86C2>                        
CLK_OUT_P<2>        	CLK_OUT_P<2> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 86C2>                        
CLK_OUT_P<3>        	CLK_OUT_P<3> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 86C2>                        
CLK_OUT_P<4>        	CLK_OUT_P<4> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 86B2>                        
CLK_OUT_P<5>        	CLK_OUT_P<5> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 86B2>                        
CLK_SEL             	SLRX_MGTCLK_SEL - @muctpi_lib.CLOCKS                        	 83D4<                        
                    	CLK_SEL - @muctpi_lib.CML_FANOUT_2TO6_AC                    	 86B6<                        

%
Base nets and synonyms for muctpi_lib.JITTER_CLEANER(@muctpi_lib.top(sch_1):page4_i4@muctpi_lib.clocks(sch_1):page1_i48@muctpi_lib.jitter_cleaner(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         

CLK_FB_OUT_N        	CLK_FB_OUT_N - @muctpi_lib.JITTER_CLEANER                   	 87C3                         
CLK_FB_OUT_P        	CLK_FB_OUT_P - @muctpi_lib.JITTER_CLEANER                   	 87C3                         
CLK_IN_N<0>         	TRP_CLK_N - @muctpi_lib.CLOCKS                              	 83D8<                        
                    	CLK_IN_N<0> - @muctpi_lib.JITTER_CLEANER                    	 87D7<                        
CLK_IN_N<1>         	TTC_CLKIN_N - @muctpi_lib.CLOCKS                            	 83D8<                        
                    	CLK_IN_N<1> - @muctpi_lib.JITTER_CLEANER                    	 87D7<                        
CLK_IN_N<2>         	OSC_CLK40_N - @muctpi_lib.CLOCKS                            	 83D8 84D6                    
                    	CLK_IN_N<2> - @muctpi_lib.JITTER_CLEANER                    	 87C7<                        
CLK_IN_P<0>         	TRP_CLK_P - @muctpi_lib.CLOCKS                              	 83E8<                        
                    	CLK_IN_P<0> - @muctpi_lib.JITTER_CLEANER                    	 87E7<                        
CLK_IN_P<1>         	TTC_CLKIN_P - @muctpi_lib.CLOCKS                            	 83D8<                        
                    	CLK_IN_P<1> - @muctpi_lib.JITTER_CLEANER                    	 87D7<                        
CLK_IN_P<2>         	OSC_CLK40_P - @muctpi_lib.CLOCKS                            	 83D8 84D6                    
                    	CLK_IN_P<2> - @muctpi_lib.JITTER_CLEANER                    	 87D7<                        
CLK_OUT_N<0>        	TTC_CLK320_N<0> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_OUT_N<0> - @muctpi_lib.JITTER_CLEANER                   	 87C2>                        
CLK_OUT_N<1>        	TTC_CLK320_N<1> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_OUT_N<1> - @muctpi_lib.JITTER_CLEANER                   	 87D2>                        
CLK_OUT_N<2>        	TTC_CLK320_N<2> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_OUT_N<2> - @muctpi_lib.JITTER_CLEANER                   	 87D2>                        
CLK_OUT_N<3>        	TTC_CLK240_N<0> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_OUT_N<3> - @muctpi_lib.JITTER_CLEANER                   	 87D2>                        
CLK_OUT_N<4>        	TTC_CLK240_N<1> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_OUT_N<4> - @muctpi_lib.JITTER_CLEANER                   	 87D2>                        
CLK_OUT_N<5>        	TTC_CLK240_N<2> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_OUT_N<5> - @muctpi_lib.JITTER_CLEANER                   	 87C2>                        
CLK_OUT_N<6>        	TTC_CLK40_N - @muctpi_lib.CLOCKS                            	 83D6                         
                    	CLK_OUT_N<6> - @muctpi_lib.JITTER_CLEANER                   	 87C2>                        
CLK_OUT_N<7>        	TTC_CLK160_N - @muctpi_lib.CLOCKS                           	 83C6                         
                    	CLK_OUT_N<7> - @muctpi_lib.JITTER_CLEANER                   	 87C2>                        
CLK_OUT_N<8>        	TTC_CLK120_N - @muctpi_lib.CLOCKS                           	 83C6                         
                    	CLK_OUT_N<8> - @muctpi_lib.JITTER_CLEANER                   	 87D2>                        
CLK_OUT_P<0>        	TTC_CLK320_P<0> - @muctpi_lib.CLOCKS                        	 83E6                         
                    	CLK_OUT_P<0> - @muctpi_lib.JITTER_CLEANER                   	 87C2>                        
CLK_OUT_P<1>        	TTC_CLK320_P<1> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_OUT_P<1> - @muctpi_lib.JITTER_CLEANER                   	 87D2>                        
CLK_OUT_P<2>        	TTC_CLK320_P<2> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_OUT_P<2> - @muctpi_lib.JITTER_CLEANER                   	 87D2>                        
CLK_OUT_P<3>        	TTC_CLK240_P<0> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_OUT_P<3> - @muctpi_lib.JITTER_CLEANER                   	 87D2>                        
CLK_OUT_P<4>        	TTC_CLK240_P<1> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_OUT_P<4> - @muctpi_lib.JITTER_CLEANER                   	 87D2>                        
CLK_OUT_P<5>        	TTC_CLK240_P<2> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_OUT_P<5> - @muctpi_lib.JITTER_CLEANER                   	 87C2>                        
CLK_OUT_P<6>        	TTC_CLK40_P - @muctpi_lib.CLOCKS                            	 83D6                         
                    	CLK_OUT_P<6> - @muctpi_lib.JITTER_CLEANER                   	 87C2>                        
CLK_OUT_P<7>        	TTC_CLK160_P - @muctpi_lib.CLOCKS                           	 83C6                         
                    	CLK_OUT_P<7> - @muctpi_lib.JITTER_CLEANER                   	 87C2>                        
CLK_OUT_P<8>        	TTC_CLK120_P - @muctpi_lib.CLOCKS                           	 83C6                         
                    	CLK_OUT_P<8> - @muctpi_lib.JITTER_CLEANER                   	 87D2>                        
CS*                 	CS*<0> - @muctpi_lib.CLOCKS                                 	 83E8<                        
                    	CS* - @muctpi_lib.JITTER_CLEANER                            	 87C5<                        
FB_IN_N             	FB_IN_N - @muctpi_lib.JITTER_CLEANER                        	 87D5                         
FB_IN_P             	FB_IN_P - @muctpi_lib.JITTER_CLEANER                        	 87D5                         
INTR*               	INT*<0> - @muctpi_lib.CLOCKS                                	 83E5>                        
                    	INTR* - @muctpi_lib.JITTER_CLEANER                          	 87B2>                        
IN_SEL<0>           	IN_SEL<1..0> - @muctpi_lib.CLOCKS                           	 83E8<                        
                    	IN_SEL<0> - @muctpi_lib.JITTER_CLEANER                      	 87D5<                        
IN_SEL<1>           	IN_SEL<1..0> - @muctpi_lib.CLOCKS                           	 83E8<                        
                    	IN_SEL<1> - @muctpi_lib.JITTER_CLEANER                      	 87D5<                        
LOL*                	LOL*<0> - @muctpi_lib.CLOCKS                                	 83E5>                        
                    	LOL* - @muctpi_lib.JITTER_CLEANER                           	 87B2>                        
OE*                 	OE* - @muctpi_lib.JITTER_CLEANER                            	 87C5<                        
RST*                	RST*<0> - @muctpi_lib.CLOCKS                                	 83E8<                        
                    	RST* - @muctpi_lib.JITTER_CLEANER                           	 87C5<                        
SCLK                	SCK - @muctpi_lib.CLOCKS                                    	 83E8< 84D7<                  
                    	SCLK - @muctpi_lib.JITTER_CLEANER                           	 87C5<                        
SDI                 	SDI - @muctpi_lib.CLOCKS                                    	 83E8< 84D7<                  
                    	SDI - @muctpi_lib.JITTER_CLEANER                            	 87C5<                        
SDO                 	SDO - @muctpi_lib.CLOCKS                                    	 83E5> 84D5>                  
                    	SDO - @muctpi_lib.JITTER_CLEANER                            	 87C5>                        
XTAL1_GND           	XTAL1_GND - @muctpi_lib.JITTER_CLEANER                      	 87C5                         
XTAL_XA             	XTAL_XA - @muctpi_lib.JITTER_CLEANER                        	 87C5                         
XTAL_XB             	XTAL_XB - @muctpi_lib.JITTER_CLEANER                        	 87C5                         

%
Base nets and synonyms for muctpi_lib.CML_FANOUT_2TO6_AC(@muctpi_lib.top(sch_1):page4_i4@muctpi_lib.clocks(sch_1):page1_i2@muctpi_lib.cml_fanout_2to6_ac(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         

CLKQ_N<0>           	CLKQ_N<0> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 85C4                         
CLKQ_N<1>           	CLKQ_N<1> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 85C4                         
CLKQ_N<2>           	CLKQ_N<2> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 85C4                         
CLKQ_N<3>           	CLKQ_N<3> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 85C4                         
CLKQ_N<4>           	CLKQ_N<4> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 85B4                         
CLKQ_N<5>           	CLKQ_N<5> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 85B4                         
CLKQ_P<0>           	CLKQ_P<0> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 85C4                         
CLKQ_P<1>           	CLKQ_P<1> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 85C4                         
CLKQ_P<2>           	CLKQ_P<2> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 85C4                         
CLKQ_P<3>           	CLKQ_P<3> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 85C4                         
CLKQ_P<4>           	CLKQ_P<4> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 85B4                         
CLKQ_P<5>           	CLKQ_P<5> - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 85B4                         
CLK_IN0_N           	OSC_CLK320_N<0> - @muctpi_lib.CLOCKS                        	 83E4 84D6                    
                    	CLK_IN0_N - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 85C6<                        
CLK_IN0_P           	OSC_CLK320_P<0> - @muctpi_lib.CLOCKS                        	 83E4 84D6                    
                    	CLK_IN0_P - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 85C6<                        
CLK_IN1_N           	TTC_CLK320_N<0> - @muctpi_lib.CLOCKS                        	 83D6                         
                    	CLK_IN1_N - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 85B6<                        
CLK_IN1_P           	TTC_CLK320_P<0> - @muctpi_lib.CLOCKS                        	 83E6                         
                    	CLK_IN1_P - @muctpi_lib.CML_FANOUT_2TO6_AC                  	 85C6<                        
CLK_OUT_N<0>        	SLRX_MGTCLK_N<5..0> - @muctpi_lib.CLOCKS                    	 83E1>                        
                    	CLK_OUT_N<0> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 85C2>                        
CLK_OUT_N<1>        	SLRX_MGTCLK_N<5..0> - @muctpi_lib.CLOCKS                    	 83E1>                        
                    	CLK_OUT_N<1> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 85C2>                        
CLK_OUT_N<2>        	SLRX_MGTCLK_N<5..0> - @muctpi_lib.CLOCKS                    	 83E1>                        
                    	CLK_OUT_N<2> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 85C2>                        
CLK_OUT_N<3>        	SLRX_MGTCLK_N<5..0> - @muctpi_lib.CLOCKS                    	 83E1>                        
                    	CLK_OUT_N<3> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 85B2>                        
CLK_OUT_N<4>        	SLRX_MGTCLK_N<5..0> - @muctpi_lib.CLOCKS                    	 83E1>                        
                    	CLK_OUT_N<4> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 85B2>                        
CLK_OUT_N<5>        	SLRX_MGTCLK_N<5..0> - @muctpi_lib.CLOCKS                    	 83E1>                        
                    	CLK_OUT_N<5> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 85B2>                        
CLK_OUT_P<0>        	SLRX_MGTCLK_P<5..0> - @muctpi_lib.CLOCKS                    	 83E1>                        
                    	CLK_OUT_P<0> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 85C2>                        
CLK_OUT_P<1>        	SLRX_MGTCLK_P<5..0> - @muctpi_lib.CLOCKS                    	 83E1>                        
                    	CLK_OUT_P<1> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 85C2>                        
CLK_OUT_P<2>        	SLRX_MGTCLK_P<5..0> - @muctpi_lib.CLOCKS                    	 83E1>                        
                    	CLK_OUT_P<2> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 85C2>                        
CLK_OUT_P<3>        	SLRX_MGTCLK_P<5..0> - @muctpi_lib.CLOCKS                    	 83E1>                        
                    	CLK_OUT_P<3> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 85C2>                        
CLK_OUT_P<4>        	SLRX_MGTCLK_P<5..0> - @muctpi_lib.CLOCKS                    	 83E1>                        
                    	CLK_OUT_P<4> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 85B2>                        
CLK_OUT_P<5>        	SLRX_MGTCLK_P<5..0> - @muctpi_lib.CLOCKS                    	 83E1>                        
                    	CLK_OUT_P<5> - @muctpi_lib.CML_FANOUT_2TO6_AC               	 85B2>                        
CLK_SEL             	SLRX_MGTCLK_SEL - @muctpi_lib.CLOCKS                        	 83D4<                        
                    	CLK_SEL - @muctpi_lib.CML_FANOUT_2TO6_AC                    	 85B6<                        

%
Base nets and synonyms for muctpi_lib.CPLD(@muctpi_lib.top(sch_1):page4_i3@muctpi_lib.cpld(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         

CPLDSW<0>           	CPLDSW<0> - @muctpi_lib.CPLD                                	 82B7                         
CPLDSW<1>           	CPLDSW<1> - @muctpi_lib.CPLD                                	 82B7                         
CPLDSW<2>           	CPLDSW<2> - @muctpi_lib.CPLD                                	 82B7                         
CPLDSW<3>           	CPLDSW<3> - @muctpi_lib.CPLD                                	 82B7                         
CPLDSW<4>           	CPLDSW<4> - @muctpi_lib.CPLD                                	 82B7                         
CPLDSW<5>           	CPLDSW<5> - @muctpi_lib.CPLD                                	 82B7                         
CPLDSW<6>           	CPLDSW<6> - @muctpi_lib.CPLD                                	 82B7                         
CPLDSW<7>           	CPLDSW<7> - @muctpi_lib.CPLD                                	 82B7                         
CPLD_LED1_B*        	CPLD_LED1_B* - @muctpi_lib.CPLD                             	 82C2 82E1                    
CPLD_LED1_G*        	CPLD_LED1_G* - @muctpi_lib.CPLD                             	 82C2 82E1                    
CPLD_LED1_R*        	CPLD_LED1_R* - @muctpi_lib.CPLD                             	 82C2 82E1                    
CPLD_LED2_B*        	CPLD_LED2_B* - @muctpi_lib.CPLD                             	 82C2 82E2                    
CPLD_LED2_G*        	CPLD_LED2_G* - @muctpi_lib.CPLD                             	 82C2 82E2                    
CPLD_LED2_R*        	CPLD_LED2_R* - @muctpi_lib.CPLD                             	 82C2 82E2                    
CPLD_TCK            	CPLD_TCK - @muctpi_lib.CPLD                                 	 82A7                         
CPLD_TDI            	CPLD_TDI - @muctpi_lib.CPLD                                 	 82A7                         
CPLD_TDO            	CPLD_TDO - @muctpi_lib.CPLD                                 	 82A7                         
CPLD_TMS            	CPLD_TMS - @muctpi_lib.CPLD                                 	 82A7                         
DCDC_SYNC<0>        	SYNC_DCDC<0> - @muctpi_lib.TOP                              	 1B8                          
                    	DCDC_SYNC<0> - @muctpi_lib.CPLD                             	 82D1<>                       
DCDC_SYNC<1>        	SYNC_DCDC<1> - @muctpi_lib.TOP                              	 1B8                          
                    	DCDC_SYNC<1> - @muctpi_lib.CPLD                             	 82D1<>                       
DCDC_SYNC<2>        	SYNC_DCDC<2> - @muctpi_lib.TOP                              	 1A8                          
                    	DCDC_SYNC<2> - @muctpi_lib.CPLD                             	 82D1<>                       
DCDC_SYNC<3>        	SYNC_DCDC<3> - @muctpi_lib.TOP                              	 1B4                          
                    	DCDC_SYNC<3> - @muctpi_lib.CPLD                             	 82D1<>                       
DCDC_SYNC<4>        	SYNC_DCDC<4> - @muctpi_lib.TOP                              	 1B4                          
                    	DCDC_SYNC<4> - @muctpi_lib.CPLD                             	 82D1<>                       
DCDC_SYNC<5>        	SYNC_DCDC<5> - @muctpi_lib.TOP                              	 1A4                          
                    	DCDC_SYNC<5> - @muctpi_lib.CPLD                             	 82D1<>                       
DCDC_SYNC<6>        	SYNC_DCDC<6> - @muctpi_lib.TOP                              	 2B8                          
                    	DCDC_SYNC<6> - @muctpi_lib.CPLD                             	 82D1<>                       
DCDC_SYNC<7>        	SYNC_DCDC<7> - @muctpi_lib.TOP                              	 2B8                          
                    	DCDC_SYNC<7> - @muctpi_lib.CPLD                             	 82C1<>                       
DCDC_SYNC<8>        	SYNC_DCDC<8> - @muctpi_lib.TOP                              	 3B3                          
                    	DCDC_SYNC<8> - @muctpi_lib.CPLD                             	 82C1<>                       
DCDC_SYNC<9>        	SYNC_DCDC<9> - @muctpi_lib.TOP                              	 3B3                          
                    	DCDC_SYNC<9> - @muctpi_lib.CPLD                             	 82C1<>                       
DCDC_SYNC<10>       	SYNC_DCDC<10> - @muctpi_lib.TOP                             	 3A3                          
                    	DCDC_SYNC<10> - @muctpi_lib.CPLD                            	 82C1<>                       
DCDC_SYNC<11>       	SYNC_DCDC<11> - @muctpi_lib.TOP                             	 3A3                          
